notation,count
42E214,3
98C(ARTEMISIA)611,3
61E(CAPUA),3
92D7,3
11B3232(+0),3
71P1442,3
11P3162,3
24C2(+0),3
71K2922,3
32B2(FRANKS),3
47H,3
71F662,3
97A4,3
24D1(CRATER),3
44G21,3
71E5222,3
71E44,3
42A331,3
41C6(+2),3
94L431,3
73D623,3
11H(GREGORY)3,3
45A1,3
25G4(PEUCEDANUM),3
25G4(BULBUS SCILLITICUS),3
45B6,3
11Q767,3
73B1322,3
11D13124,3
25F711(MOTH),3
71C1,3
34B11(+944),3
94L511,3
12B61,3
25G4(AGROSTIS),3
71F2122,3
73C811(+0),3
25H2130(TIBER),3
44B1523,3
25G4(LEONTOPODIUM),3
71D131,3
11H(VALENTINE),3
47,3
25G4(ARISTOLOCHIA ROTUNDA),3
61B2(FRIEDRICH WILHELM VON BRANDENBURG),3
11D321(+0),3
73D34,3
34B232(+52),3
73DD642,3
23I22,3
11H(SIMON)9,3
"98B(SCIPIO NASICA, P.C.)51",3
31A21,3
92M17,3
12B21,3
71P411,3
91E68(BOX),3
73F22362,3
25G4(RUTA),3
11C1,3
94L3312,3
95B(HELEN),3
91E22,3
25FF26(RABBIT),3
31A5541,3
11I62(JUDAH),3
25G4(COTYLEDON),3
97H2,3
11H(STANISLAUS KOSTKA),3
71H81,3
11K5,3
73B83212,3
61B2(PHILIP IV),3
11M,3
91E451,3
11H(IGNATIUS)341,3
25G4(BRYONIA),3
41D23321,3
25M7,3
25G4(PRASION),3
94O21,3
71E1385(+0),3
11N12,3
31AA44412,3
73D73(+3),3
31A2734,3
92C152,3
71H1432,3
11Q5,3
73F22311,3
43C78721,3
"98B(LAELIUS, C.)5",3
25G4(SOLAGO MAIOR),3
25G4(PROSERPINACA),3
25G4(LAPATIUM ACUTUM),3
92D429,3
94L33231,3
73E3641,3
44G3711,3
48C512,3
71C3136,3
11HH(CATHERINE OF ALEXANDRIA),3
41C,3
72B,3
24D1(ARGO NAVIS),3
96A43,3
11H(CHARLEMAGNE)3,3
11F7172,3
94A23,3
92C491,3
42D1,3
11G331,3
98B(AUGUSTUS)9,3
31B521,3
48A98141,3
49C011,3
47G532,3
12H12,3
25F43(CROCODILE),3
11U21(+31),3
32B2(NUMIDIANS),3
94H151,3
71E31821,3
44BB113,3
98B(HANNIBAL)6,3
91B1116,3
46C131(+85),3
54F2(+1),3
73D82(LANTERN),3
43A491,3
25G4(CYCLAMINOS),3
11F21,3
47G532,3
25G4(SOLATA),3
82A(UBALDO),3
71A41,3
96C(ROMULUS)331,3
73D73(+3),3
94L511,3
73C85211,3
31A444(+612),3
98C(CORNELIA)6,3
24C215,3
71X1(Ps. 96)1,3
47B1611,3
71F421,3
73D1,3
71F2122,3
41A723,3
73C721411,3
91E22,3
71I43232,3
59B31(+6),3
73F22362,3
"98B(FABIUS MAXIMUS, Q.)52",3
71H62,3
45L3(+0),3
11D111,3
73F2851,3
96A1279,3
73C77113,3
11H(MATTHIAS)9,3
11FF4222(+5),3
25G4(DIPTAMNUM),3
12F52(AUGUR),3
56D1,3
71P42,3
48C149(+1),3
11B3232(+0),3
46C24(BRIG),3
71H451,3
11I62(MOSES)3,3
46A13,3
94A23,3
48B12,3
71X1(Ps. 109)2,3
71H5261(+0),3
"83(VALERIUS MAXIMUS, Facta et dicta memorabilia, 7.1)",3
11I62(NOAH),3
"73D42 Christ is led to Golgotha, the cross is carried by others",3
25A,3
61B2(JEAN II)21,3
25F23(FERRET),3
48C7315,3
92D17,3
11I53,3
71R152,3
11I62(DAVID)34(+0),3
31A444(+551),3
25HH1(+1),3
73F2213,3
43C3963,3
92C152,3
91B1116,3
11H(ERASMUS)6,3
73D521(+3),3
23R141,3
25F29(MOLE),3
73C322,3
71E331,3
71S5,3
11H(VALENTINE),3
94L5111,3
11Q73274,3
44A51,3
25G4(PROSERPINACA),3
48CC7525,3
73B832(+3),3
95A(ORESTES)342,3
71K27522,3
22C4,3
73C8636,3
71H13,3
46E2322,3
25H2130(TIBER),3
11H(JOHN NEPOMUK),3
71E3222,3
98B(PSAMMETICHUS)21,3
61E(ANDAGE),3
71H6271,3
92B2521,3
98B(LYSIAS)4,3
94C111,3
11K5,3
"98B(LAELIUS, C.)5",3
73A624(+3),3
71H2441,3
11H(HUGH),3
31A342,3
41C68(+1),3
47H13,3
71Z312,3
11H(CHARLEMAGNE)3,3
61E(BABYLON),3
71F215,3
71N71,3
71M51,3
71O4,3
25F35(PARROT),3
91E451,3
98B(CATO THE ELDER)4,3
31A2215,3
"98B(CINNA, L. Corn.)3",3
11Q73262,3
11B32(+0),3
57A6(+11),3
44G1121,3
73F1544,3
11H(PAUL)(+5),3
98B(CATILINE)3,3
11F4132(+5),3
73F2134,3
11B3232(+31),3
49D7,3
71H1565,3
73E791(+3),3
25F42(VIPER),3
98B(ALEXANDER THE GREAT)47,3
98C(SEMIRAMIS)51,3
71D131,3
92B372,3
47D8(SAW),3
31A2541,3
41D42,3
73C422(+0),3
98B(AUGUSTUS)9,3
45A2,3
71C1264,3
11F111(TURRIS DAVIDICA),3
31B19,3
48B(+1),3
41C382,3
31A442(+11),2
48C8312,2
31A2364,2
92C278,2
11HH(ANNA)0(+1),2
71S11(+0),2
71E12321,2
71F1111,2
58A3,2
49C3(+2),2
44F1,2
44B41,2
92H5211,2
54DD51(+12),2
31E233321,2
"98B(BASSUS,L.)4",2
73C762,2
71I214,2
25F39(DOVE),2
61I(PUNIC WAR),2
25F711('CANCARIDES'),2
73D82(ROPE),2
33B4(+0),2
73C432,2
71C3241,2
71D14(+0),2
43C(+61),2
11FF4121,2
43B144,2
11H(FRANCIS XAVIER)34,2
25F62('MARGARIS'),2
33C5,2
73D95,2
94A461,2
25F711(GRASSHOPPER),2
71C214,2
25F62('RUMBUS'),2
31D9,2
11G41(+5),2
71E1184,2
98B(TITUS)5,2
46A122(FERDINAND I)1,2
45H3(+32),2
71E5,2
25F39(PIGEON),2
11H(HUBERT)31,2
11Q01,2
"98B(JOSEPHUS, F.)4",2
82AA(NATURE),2
24D1(WHALE),2
25I2,2
73B581,2
73F3441,2
46A122(FOREEST FAMILY)1,2
94H2322,2
71D1712,2
11H(JOB)9,2
11H(REINHOLD),2
61I(BATTLE OF CANNAE),2
92L294,2
24C217,2
71F8331,2
71A8,2
12B51,2
71X1(Ps. 118:22)4,2
25F62('GRANUS'),2
"98B(FABIUS MAXIMUS, Q.)5",2
11Q71111,2
11H(TIBURTIUS),2
71F381(+0),2
98B(PAUSANIAS)2,2
71Q33,2
94F54,2
25F38(PLOVER),2
71M4,2
46A122(ELISABETH VAN BIRGEL)1,2
42G232,2
25F62(PLAICE),2
98B(ANACREON),2
45K2,2
"85(AESOP, ASS AND LAPDOG)",2
42D22,2
25F62(GREY MULLET),2
11HH(CATHERINE)411,2
92L29,2
25F22(+5245),2
94A42,2
71M,2
11H(JUDOC)11,2
49B43,2
11H(SERVATIUS)51,2
47C1(+43),2
71E1342(+0),2
44G(+62),2
47K2,2
24C227,2
31E2365,2
73F25211,2
12B212,2
25I141,2
31A551,2
11H(HUBERT)8,2
94D24,2
71T77(+3),2
25G41(NARCISSUS),2
"98B(SERTORIUS, Q.)51",2
71C3196,2
11H(FRANCIS)5,2
11H(ELISABETH OF HUNGARY),2
44B52,2
71H2462,2
71U4271,2
71C1131,2
11H(SEBALD),2
71H1443(+0),2
49B(+2),2
33C22(+0),2
61E(ANTIOCH),2
49G317,2
47K42,2
44D21,2
11H(DOMINIC)52,2
46C1271,2
31A552,2
73F154,2
11HH(REPARATA),2
49L12,2
98B(TITUS LATINIUS)5,2
11H(HIERON),2
71L2513,2
41D2661,2
95A(AGAMEMNON)5,2
61B2(ANASTASIUS I)21,2
71X2(Song of Sol. 3:1-3),2
47D8(PICK),2
33C21,2
73C8612,2
25FF241(+71),2
41A7211,2
25F37(CORMORANT),2
25F711(BEE)(+1),2
11F111(PORTA CLAUSA),2
73F41,2
11H(VITUS),2
92B111,2
25G4(LILIUM),2
71H474,2
48CC7322,2
25G4(CAMELLEA),2
11I62(DOEG)3,2
98B(ANTIOCHUS IV)4,2
57A7(+6),2
25F6('BORBACHA'),2
41A18,2
31D85,2
11HH(CATHERINE)81,2
96C(ROMULUS)322,2
11H(LAMBERT)36,2
31D160,2
11D411721,2
11H(LAMBERT)131,2
"98B(TORQUATUS, T.M.)42",2
11Q731124,2
11F43(+3),2
25F36(MERGANSER),2
11G1832,2
11B3222(+0),2
71F812,2
71P521,2
41C221,2
71E526,2
11H(BONIFACE)68,2
73C813,2
11I62(JONAH),2
11FF4221(+5),2
25F42('PISTER'),2
11T61(+31),2
73C8644,2
11G34,2
71R144,2
41D211,2
61B2(LUCIUS)21,2
98B(DEMOSTHENES),2
55B1(+2),2
"83(VARRO, Antiquitates)",2
11HH(BARBARA)616(+0),2
25G4(LILY),2
43C21311,2
25F62('TIGNUS'),2
46A122(LUDOVICO FOSCARINI)1,2
12D13(BAAL),2
46C514(+641),2
45K52,2
45I41,2
92C4913,2
45B61,2
41CC5,2
25G4(SCELERATA),2
71O771,2
51E3(+3),2
95A(CEPHEUS),2
45(+26),2
25F32(JACKDAW),2
25I1451,2
71H5259(+0),2
25G4(CENTAURY),2
11H(DOMINIC)34,2
92H1411,2
61D,2
"61B2(CHATEL, Tanneguy du)3",2
23N42,2
25G4(LACTUCA LEPORINA),2
73A2314,2
11I62(TOBIT),2
11H(MARTYRS OF MOUNT ARARAT),2
11H(ONUPHRIUS)36,2
42B321,2
96A18,2
31A2255(+32),2
11F4223(+3),2
98B(ANTIOCHUS III)3,2
31A25312,2
11H(...)4,2
45D313,2
25F62(SEA-SWALLOW),2
71H5264(+0),2
"98B(CLAUDIUS, A.)6",2
61F(FORUM ROMANUM),2
41A511,2
71H5463,2
25G4(CAMEDAFNE),2
61A(1492),2
42E1321,2
41C324,2
71X1(Ps. 80),2
11I62(ISAIAH)1,2
71E11422(+0),2
47I223,2
71W64,2
71C25211,2
95A(PENTHEUS)68,2
48CC731,2
94L425,2
26B1,2
33C811,2
11I73(ANNA),2
98B(SEVEN SAGES)3,2
98B(CATO),2
25A3(NORTH AFRICA),2
24D1(CYGNUS),2
25G4(IVY),2
73F3561,2
44B1321(+0),2
73G141,2
24D1(URSA MINOR),2
61A(1588),2
73D7212(+2),2
"83(VALERIUS MAXIMUS, Facta et dicta memorabilia, 1.1.17)",2
71C27,2
73EE123,2
11I62(ISAAC),2
25F4(+63),2
11H(ALEXANDER),2
25F23(LION)(+33),2
71H9243,2
45H53(+22),2
11S11(+0),2
24A7,2
47G9,2
48A220(+1),2
11H(JOHN GUALBERTO)4,2
25G4(MALVA ERRATICA),2
31A(+571),2
25F38(PHEASANT),2
96C(ROMULUS),2
61D(AUSTRIA),2
31C,2
71I1,2
96C(ROMULUS)334,2
73D3231(+0),2
82A(ANTIPHO),2
25L,2
94H14(+0),2
49G1(+6),2
71F244,2
48B2,2
73G412,2
"61B2(OREYE, Arnold of)11",2
11B44(+0),2
25F711('TAMUR'),2
43C4153,2
46A16311(+0),2
94G6,2
71H743,2
95A,2
98C(CANDACE)5,2
26C14,2
61D(BRABANT),2
73AA523(+1),2
25G4(LATIRIS),2
11F4421,2
73F22365,2
31D112(+89),2
71C3162,2
11D325,2
57A611(+2),2
92D19211,2
98B(PTOLEMY II)5,2
47I213(+945),2
44A51(HOLLAND),2
46A122(AMSTERDAM)1,2
73C7432(+0),2
71W3131,2
25G4(CAMEMELON),2
"98B(SULLA, L. Cornelius)3",2
11H(NICHASIUS),2
92B4231,2
73EE1,2
47I21111(+95247),2
13B41,2
25G4(WATER DOCK),2
73B753(+3),2
25F27(ORC),2
"46A122(NEUFCHATEL, Thiebault de)1",2
92N171,2
11I35(+0),2
25F711('CINOMIA'),2
73F3572,2
73C749,2
11Q21(+12),2
11K43(+0),2
49C121,2
71E5211,2
11R42,2
23K3,2
44B128,2
97DD26,2
98(+8),2
24D1(AURIGA),2
73D82(COCK ON COLUMN),2
25H131,2
71H3232,2
98B(AESCHYLUS)68,2
24D1(SEA SERPENT),2
98B(ALEXANDER THE GREAT)22,2
45H341(+22),2
94L7,2
73C12(+0),2
61B2(TURPIN)21,2
"85(AESOP, EAGLE AND RAVEN)",2
94I323,2
71E11312,2
11H(ANSGAR),2
25F38(OSTRICH)(+21),2
71W74,2
11H(BODVID),2
42A2(+0),2
25F716(CRAYFISH),2
73B8321,2
23A21(+0),2
44G113,2
32B311(MACEDONIANS),2
41A221,2
"98B(SALLUSTIUS, Crispus)3",2
31AA531,2
25F62('SYNACUS'),2
98B(SCIPIO AFRICANUS MAJOR)58,2
43C424,2
11D41161,2
11Q7131(NAVE),2
94F61,2
49E122,2
11Q7144,2
73F283,2
31E2345,2
98B(TITUS)41(+0),2
11HH(THERESA)341,2
11I62(JOSEPH),2
96B2521,2
25F32(ROOK),2
71F825,2
26E2(+0),2
25F32(JAY),2
"98B(BRUTUS, L.J.)7",2
25G4(ACORUS),2
98B(NINUS)4,2
11H(GEORGE)4,2
44B152412,2
92C254,2
11H(ADELBERT),2
12A432,2
25G4(SIDERITIS),2
71F3771,2
11H(BERNARD)34,2
95A(TELEPHOS),2
98B(TARQUIN)6,2
46A131,2
11HH(ANNA)0,2
73C712,2
44G45,2
61D(PRUSSIA),2
25F62('TRELINUS'),2
42B112(+0),2
94P2131,2
47I212(+9351),2
11I62(SAMUEL),2
26B,2
73D82(PINCERS)(+3),2
73G327,2
73A67,2
32B33(+3),2
25F62('KALAOS'),2
48C161,2
71C1145,2
71D1752,2
24C226,2
49L13(D),2
25F62(GOLDFISH),2
11H(Engelmundus),2
92K1461,2
71D1221,2
11L,2
12F51(GALLI),2
41C1190,2
71E3113,2
94K12,2
49D342(TRAPEZOID),2
41A421,2
25F42('BOA'),2
24D1(CANCER),2
34A1,2
71X1(Ps. 138:17),2
31A4561,2
46C280,2
45L23,2
31D15(+925),2
71H8123,2
61D(INDIA),2
11H(PONTIAN),2
92C379,2
24D1(HARP),2
98B(ARISTOBULUS)4,2
98B(ALEXANDER THE GREAT)48,2
25F72(PEARL-OYSTER),2
73A312(+0),2
73F2346,2
11H(THEOPHILUS THE PENITENT)4,2
11H(SULPICE OF BOURGES),2
47I424,2
71N1333,2
31AA2733,2
25H2130(ERIDANUS),2
71E42,2
92D8,2
34B11(+945),2
25F62(FLOUNDER),2
25FF4231,2
"61B2(MANDER, KAREL VAN)",2
11H(PETER MARTYR)68,2
71X1(Ps.38)1,2
"98B(METELLUS, L.C.)3",2
31A2351(+89),2
92L2913,2
73G14,2
"61B2(LUXEMBOURG, Pierre de)11",2
31A31(+938),2
11P163,2
71Q37,2
71O911(+0),2
11Q3131(+0),2
25F24(GOAT),2
47B162,2
61E(SABA),2
43C4154,2
33B2,2
71E117,2
11I72(WISE MEN),2
25F72(SQUID),2
11Q51,2
94H1,2
11I73(SUSANNA),2
98B(VENTIDIUS CUMANUS)5,2
45I61(+0),2
41C32,2
25A9,2
11I2(EUROPEAN),2
48B12(+1),2
11F41(+3),2
73C7121,2
71C31211,2
73F22352,2
73D41(+0),2
73C6112,2
11H(BOTVID),2
71G234,2
92M191,2
43A3726,2
98B(PHILIP V)3,2
11H(HALVARD),2
11H(GEORGE)9,2
11I2(PERSIAN),2
97FF1,2
11H(ELEUTHERIUS OF NICOMEDIA),2
71R11,2
11K(BEHEMOTH),2
25G21(APPLE)(+1),2
"83(VALERIUS MAXIMUS, Facta et dicta memorabilia, 3.1)",2
23A2,2
92B391,2
57A64,2
98B(CANDAULES)5,2
45M1,2
44B09,2
46A122(BREDERODE)1,2
71E31521,2
11H(IVO)111(+0),2
73C8414,2
71T51,2
31E2382,2
31E23411,2
25F62('ALBIRES'),2
47I15(HOE),2
61B2(WALGARIUS)21,2
43C1(+4163),2
25G4(TRIBULUS),2
52E22(+6),2
71F21431(+31),2
24B4,2
71H141,2
31A553,2
24D1(CASSIOPEIA),2
47I21111(+915),2
92B12,2
71E11311,2
73A523(+5),2
24C224,2
23E4,2
47I1471,2
24A21,2
71I721,2
92C253,2
11D42,2
42E193,2
25G4(ASPHODEL),2
11F61(+3),2
44G13(CONSUL),2
73C121(+0),2
11Q73271,2
98B(SYPHAX)5,2
23R121,2
11HH(CECILIA)6,2
25G4(BASILISCA),2
71O76623,2
"83(VALERIUS MAXIMUS, Facta et dicta memorabilia, 8.4.1)",2
12A42232,2
11H(MARTIN)9,2
11D121(+3),2
98B(ALEXANDER THE GREAT)5112,2
43C114(+421),2
73F2425,2
48A12(+0),2
71O6,2
11H(CYPRIAN),2
11HH(ANNA)1,2
71H135,2
61F(HOLY SEPULCHRE),2
11Q7142,2
31A2353,2
98B(ANTIOCHUS III)4,2
71H611(+4),2
24D1(GREATER DOG),2
11H(LUKE)111,2
43C11(+42),2
48A9821,2
25G4(CAMEPITIS),2
82A(BEL ACCUEIL),2
12F91(LUPERCALIA),2
11I63(JUDITH),2
73F4,2
25F711(FLEA),2
47H46,2
54A7,2
12A4221,2
11F2412,2
98C(OLYMPIAS)21,2
61E(ANTWERP),2
11H(PHILIP NERI)34,2
45H342,2
61B2(EDWARD VI Tudor),2
41A17,2
11HH(ELISABETH OF HUNGARY)414,2
25F35(BIRD OF PARADISE),2
47I15(PRUNING-KNIFE),2
73B73,2
43C726,2
47I15(WINNOW),2
73C72141(+0),2
71H8222,2
98B(MASINISSA)4,2
24D1(PEGASUS),2
71F1111(+0),2
31E34,2
71C3147,2
11H(JAMES THE GREAT)6,2
12D63,2
71F83311,2
92D179,2
25F24(RAM),2
73F22381,2
25F33(HARRIER),2
71E5294,2
11H(ISIDORE)51,2
11D237,2
92L279,2
25A15,2
73G311,2
12B19,2
"61B2(NEUFCHATEL, Thiebault de)11",2
61D(CLEVES),2
73B54,2
25F63(EEL),2
33B31,2
44BB114(COUNTESS),2
11H(JUDE THADDEUS),2
44B114(MARSHAL),2
12E25,2
25F62(SALMON),2
73D355,2
73D731(+3),2
47I2232,2
25F62('ESOX'),2
11H(DOMINIC)9,2
71P432,2
"98B(METELLUS MACEDONICUS, Q.C.)4",2
11I63(THARBIS)5,2
11H(CHARLES BORROMEO)34,2
71U341,2
59B31(+113),2
71W543,2
11HH(DYMPHNA),2
91E6112,2
71I335,2
24D1(PISCIS AUSTRINUS),2
12C13,2
61E(NANTES),2
11D1131,2
25F63(SEA-EEL),2
71D184,2
71E3321,2
73B641(+31),2
25G21(MELON),2
11HH(BARBARA)11,2
61D(SYRIA),2
45F4(+731),2
11H(JEROME)83,2
73G462,2
44BB1,2
71L252,2
34B11(+95212),2
25G4(CHAMAEMELON),2
91E4613,2
73G322,2
61E(RABBAH),2
11H(ANTONY ABBOT)37,2
86(...),2
71F811,2
25F37(LAPWING),2
57AA76(+6),2
71Z43,2
11H(JOHN NEPOMUK)68,2
71O341,2
73D61(+5),2
44B114(EARL),2
61D(NAPLES),2
82A(AVENIS OF SPAIN),2
11FF4122(+5),2
11D328,2
41C681(+2),2
71T77(+0),2
71V32,2
82AA(ELYE),2
71H622,2
25FF411(+71),2
91C21,2
71I15(+0),2
44B111,2
73F324,2
71H814,2
11D1132(+2),2
71E1242,2
73B132,2
11P1182,2
91E651,2
71F21742,2
31D17(+53),2
25F62(HERRING),2
98B(POTITII)68,2
46A122(DE LUPIS)1,2
56BB121(+6),2
92D15,2
31D11221,2
71E5284,2
44B232,2
44G131(CLERK OF THE COURT),2
24D1(ALTAR),2
"61B2(LUXEMBOURG, Jacques de)11",2
11P315(TRINITARIANS),2
61D(MONTAGU),2
91E611,2
73F2221,2
95B(ARIADNE)61,2
12B91,2
98B(CAESAR)42,2
44B231,2
71C244,2
11P331,2
46C24(+621),2
11H(ROCH)6,2
55BB1(+6),2
49I0,2
96A5(SPES),2
73C77,2
33A61,2
47I4242,2
"83(BREDERO, Lucelle)",2
25F72(CUTTLE-FISH),2
25I152,2
73C431(+0),2
25G4(LIBANOTIS),2
25F62(SWORD-FISH),2
31D21,2
71T632,2
25F62(STURGEON),2
71B32,2
25F41(CHAMELEON),2
71G1123,2
57A641,2
47C731,2
71R11(+0),2
31EE2355,2
92C46,2
71E52561,2
45K23,2
25G4(HIEROBOTANE),2
71F526,2
71F42(+0),2
25F62(SEA-SNAIL),2
73F22351,2
31A534,2
71E3143,2
13B2,2
61I(BATTLE OF CALAIS),2
45HH52,2
97G2,2
71O11,2
71X1(Ps. 26)3,2
25A3(Creta),2
11H(...)11,2
52E3,2
96B51,2
71I43211,2
41C251,2
25A13(+0),2
"61B2(FROISSART, Jean)21",2
73D672(+0),2
25F42('CORNUTI'),2
71C1191,2
11D124,2
25F42('CHELIDRUS'),2
96C(AENEAS)692,2
11L11,2
46C131617,2
25F713,2
11Q73245,2
73A351,2
73G22,2
47I41,2
11P,2
73C8434,2
11VV5,2
53A11(+2),2
92C173,2
11H(ROCH)11,2
42A2521,2
34B11('MOLOSUS'),2
24D1(TRIANGULUM),2
46C13141(FRISIAN),2
25FF2(+4),2
92C33(+0),2
45D321,2
71E127,2
11HH(+5),2
42B12,2
98B(ALEXANDER THE GREAT)538,2
42B29,2
31A25561(+9324),2
48A984,2
24D1(ARA),2
61F(CITADEL OF MACHERON),2
24D1(CETUS),2
33C3211,2
49L12(...),2
5(+113),2
48A9854,2
25G4(STAPHIS AGRIA),2
92L171,2
61F(CASTEL SANT'ANGELO),2
71F81,2
24C223,2
92L411,2
47G5432,2
11S725,2
25F73,2
94L2,2
98B(CAESAR)422,2
92L15,2
71H3241,2
24D1(DELPHINUS),2
25C15,2
71N1322,2
41A721,2
86(MERCI PERE),2
73C464(+0),2
11H(JOHN OF LYCOPOLIS),2
71X1(Ps. 1)4,2
41A7711,2
"46A122(CHATEL, Tanneguy du)1",2
24D1(DELTA),2
25F33('SCRIO'),2
98B(TARQUIN)3,2
71Z321,2
48B3(+1),2
98B(NECTANEBUS)4,2
71Z311,2
43C114(+4241),2
11Q313,2
71E12121,2
71M43,2
48C9014,2
73F2144(+0),2
11S717,2
31A2245(+31),2
"46A122(LUXEMBOURG, Jacques de)1",2
31A462,2
71P422,2
25F711('CRABO'),2
94M221,2
49E11(+1),2
73G411(+0),2
73G221(+0),2
11H(JOHN GUALBERTO)51,2
42E3712,2
43A11,2
41C652(...),2
25G4(ROSMARINUS),2
98B(SIMON BEN GIORA)6,2
61B2(MAURITS VAN NASSAU),2
73F2238,2
71D253,2
25G4(MENTA),2
25F39(WOODPECKER),2
95A(MINOTAUR)31(+0),2
11F4222(+5),2
42E111,2
61D(ARUNDEL),2
44G32,2
73D721(+3),2
32B2(AMMANITES),2
24D1(ANTICANIS),2
71S1,2
11H(GREGORY THE GREAT),2
71E232,2
95A(AMPHION & ZETHUS)41,2
71D154,2
31G311(+0),2
11A11,2
11H(PACHOMIUS)5,2
25F38(OSTRICH)(+514),2
48C8543,2
44F621(+0),2
25F38(PTARMIGAN),2
98B(PLATO)4,2
71Q84,2
48A3,2
44B4,2
25F42('EMOROIS'),2
98B(ARISTOBULUS II)4,2
11L54133,2
42E4,2
91B136,2
71C2732,2
71D2321,2
71E128,2
25G4(NEPITA),2
25G4(MARRUBIUM),2
94A31,2
11I2(ERYTHRAEAN),2
71C216,2
11HH(CLARE of MONTEFALCO),2
11HH(JULIANA),2
24D1(AQUILA),2
11F4133,2
42G2112,2
46A122(JOHAN FREDERIK VAN SAKSEN)1,2
25F711(MIDGE),2
57A75,2
11Q122,2
11Q53,2
98B(POMPEY)7,2
11H(SEBASTIAN)4,2
85(REYNARD THE FOX),2
25G3(ADAM'S TREE),2
71C13211,2
73D68,2
71K2747,2
42B121,2
71A521,2
47I15(SICKLE)(+0),2
43A4312,2
71N611,2
71E54,2
47I211(+945),2
71O8,2
71M451,2
25G4(BATRACHION),2
71F379,2
98B(SIMON)68,2
98C(LUCRETIA)683,2
98B(ALEXANDER THE GREAT)531,2
98B(CROESUS),2
73D64(+5),2
11H(FRANCIS)33,2
73C31(+0),2
48C25,2
92C15,2
73A521(+13),2
61K(THEURGY),2
31G322,2
71L3233,2
11MM32,2
11H(BERNARD)(+2),2
23N32,2
11H(REMIGIUS)41,2
11E5,2
61B2(LOUIS XI),2
11H(ZENOBIUS),2
93A212,2
71H91,2
54F11(+6),2
71O93,2
71C121,2
98C(LUCRETIA)682,2
98C(TULLIA)41,2
11I62(NEHEMIAH),2
61E(TARENTUM),2
94I16,2
71U4273(+0),2
71D262,2
11P315(FRANCISCANS),2
71H2136,2
44BB114(DUCHESS),2
46C19,2
"83(VALERIUS MAXIMUS, Facta et dicta memorabilia, 3.8.1)",2
92H12,2
"98B(PETILIUS, Quintus)4",2
71X1(Ps. 51)3,2
61D(HOLLAND),2
71U434,2
92I22211,2
92B11211,2
"98B(MARCELLUS, Marcus Claudius)4",2
25FF246,2
56BB1(+11),2
98B(ALEXANDER THE GREAT)65,2
11H(CLAUDE),2
24D1(EAGLE),2
25F33(KITE),2
42G212,2
44B13,2
11H(JAMES THE GREAT)9,2
11G1923,2
98B(CAMBYSES),2
25F42(+13),2
48C521(+2),2
49L,2
73B23(+0),2
11Q0,2
48C9012,2
11HH(GENEVIEVE)51,2
25FF245,2
25G4111,2
44B16921,2
11HH(MARY MAGDALENE)33,2
73D721(+2),2
71O,2
71H2664,2
25G3(WILLOW),2
"83(PETRUS COMESTOR, Historia Scholastica)",2
45H130,2
23I31,2
73D41(+2),2
71H472,2
11H(ANDREW)0,2
41B121,2
46C512,2
59C2(+6),2
25F27(SEA-COW),2
71F658,2
11H(DOMINIC)4,2
71F836,2
25F62(SEA-RAM),2
95A(PELIAS)5,2
82A(ARTHUR),2
98B(ARCHIMEDES)68,2
11I62(HOSEA)3,2
55BB1(+11),2
71E318,2
11H(TITUS),2
71A531,2
73C463,2
71P343,2
61D(LIGNY),2
24D(+0),2
24E1,2
73C7421,2
42G29,2
"61B2(FITZALAN, Richard)21",2
12F3,2
11H(GERMANUS),2
32B2(CARTHAGIANS),2
61B2(PHILIPPE VI)21,2
25L(NIJMEGEN),2
73F2132,2
"98B(SULLA, L. Cornelius)4",2
25F24(IBEX),2
11I2(AGRIPPINE),2
71H17,2
71H411,2
11H(JODOCUS),2
41B162,2
48C161(+6122),2
94N312,2
73B23(+13),2
48C25(CHISEL),2
71E1115,2
57BB25(+12),2
94I561,2
71H111,2
25G4(SALVIA),2
25F711(CATERPILLAR),2
24D1(SAGITTARIUS),2
25G21(STRAWBERRY),2
11O1,2
25F32(GOLDFINCH),2
31A2255(+31),2
73D312(+5),2
92K27(CLYTIE),2
46A122(RAPHAEL DE MARCATELLIS)1,2
71F24,2
49D511,2
12F51(PONTIFEX),2
94H212,2
12C13(HORUS),2
12EE63,2
31B62350,2
25G51,2
71D12711,2
25G4(PORTULACA),2
49D11(12),2
98C(HASDRUBAL'S WIFE)68,2
73D82(+3),2
95B(HERO & LEANDER),2
46C144,2
23N33,2
24D1(AQUARIUS),2
11I62(EZEKIEL)5,2
92D22251,2
49C201,2
71F645,2
"61B2(CASTIGLIONE, BALDASSARE)11",2
97G5,2
71K31221,2
98B(SCIPIO AFRICANUS MAJOR)57,2
44BB125,2
25H23(+1),2
71E1231,2
46A122(LE RICHE DE GUIRANDE)1,2
11H(CRISPIN & CRISPINIAN)63,2
"98B(BRUTUS, L.J.)68",2
25G3(ACACIA),2
98B(AURELIAN)51,2
71D144,2
71P,2
11H(BENEDICT)68,2
45B3,2
25F37(GULL),2
48C7335,2
71E54711,2
73C7222(+12),2
71P122,2
11I63(SHEBA),2
73AA521(+13),2
61B2(AMALIA VAN SOLMS),2
11HH(MARTHA)51,2
31D12(+89),2
"46A122(LUXEMBOURG, Pierre de)1",2
25F42('SITULA'),2
31A25312(+938),2
56D31(+5),2
82AA(BEATRICE),2
71C31212,2
33C219,2
31F21 Death as child,2
11QQ73121,2
71L32241,2
98B(SHOBACH)4,2
